gender,genderLooking,age,agecode,counts_pictures,counts_profileVisits,counts_kisses,counts_fans,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,fanCat,kissesCat,profilevisitsCat,picturesCat
Female,Male,20,under21,8,5446,120,0,true,false,false,0,3,4,2
Female,Male,24,over21,10,5358,90,1,false,true,false,1,2,4,2
Female,Male,22,over21,3,483,16,0,true,true,false,0,2,2,1
Female,Male,26,over21,3,6800,237,0,true,true,true,0,3,4,1
Female,Male,23,over21,2,2834,76,0,false,true,false,0,2,3,1
Female,Male,21,under21,9,2694,156,1,true,true,true,1,3,3,2
Female,Male,20,under21,16,19662,945,0,true,false,true,0,3,4,2
Female,Male,24,over21,8,5364,115,1,true,false,false,1,3,4,2
Female,None,20,under21,16,16903,1253,0,false,true,true,0,3,4,2
Female,Male,19,under21,7,5663,95,1,true,true,false,1,2,4,2
Female,Male,23,over21,3,6112,264,0,true,true,false,0,3,4,1
Female,Male,22,over21,6,3759,207,0,false,false,true,0,3,3,2
Female,Male,20,under21,14,20335,869,0,true,true,true,0,3,4,2
Female,Male,22,over21,4,4820,255,0,true,true,true,0,3,4,1
Female,Male,20,under21,3,3503,35,0,true,false,false,0,2,3,1
Female,None,21,under21,12,2277,59,0,true,false,false,0,2,3,2
Female,Male,23,over21,5,14329,444,0,true,true,true,0,3,4,2
Female,Male,19,under21,15,9043,744,0,false,true,false,0,3,4,2
Female,None,25,over21,6,2519,60,0,false,true,false,0,2,3,2
Female,Male,22,over21,1,2844,0,0,false,false,false,0,1,3,1
Female,Male,22,over21,1,6086,233,0,false,false,false,0,3,4,1
Female,None,19,under21,8,827,7,0,true,true,true,0,1,2,2
Female,Male,19,under21,1,1396,25,0,false,false,false,0,2,3,1
Female,None,23,over21,5,6358,195,1,true,true,true,1,3,4,2
Female,Male,22,over21,8,2408,33,0,false,false,false,0,2,3,2
Female,Male,22,over21,6,5828,201,0,false,false,true,0,3,4,2
Female,Male,21,under21,3,1649,70,0,false,true,false,0,2,3,1
Female,Male,22,over21,9,241,3,0,false,false,false,0,1,1,2
Female,Male,22,over21,7,4772,55,0,true,true,true,0,2,4,2
Female,Male,19,under21,14,5402,141,0,false,true,false,0,3,4,2
Female,Male,23,over21,4,10730,475,0,false,true,false,0,3,4,1
Female,None,20,under21,7,7536,369,2,false,false,true,1,3,4,2
Female,Male,23,over21,7,5544,202,2,false,true,false,1,3,4,2
Female,None,22,over21,6,4382,87,1,true,true,true,1,2,4,2
Female,Male,21,under21,11,10474,279,0,false,false,true,0,3,4,2
Female,Male,20,under21,3,8060,167,1,true,true,true,1,3,4,1
Female,Male,22,over21,7,4035,80,1,true,false,true,1,2,4,2
Female,Male,21,under21,23,8351,214,1,false,false,false,1,3,4,2
Female,Male,21,under21,4,1090,123,0,false,false,true,0,3,2,1
Female,Male,19,under21,5,7609,186,0,true,false,false,0,3,4,2
Female,Male,22,over21,3,1572,17,0,true,false,false,0,2,3,1
Female,Male,21,under21,13,11117,132,63,true,false,false,1,3,4,2
Female,Male,25,over21,4,1517,72,0,false,false,true,0,2,3,1
Female,Male,23,over21,4,2383,49,2,true,true,true,1,2,3,1
Female,Male,23,over21,2,1210,25,2,false,false,false,1,2,2,1
Female,Male,20,under21,4,8649,471,1,true,true,false,1,3,4,1
Female,Male,20,under21,1,17533,1010,0,false,false,true,0,3,4,1
Female,Male,25,over21,6,6210,184,5,true,true,true,1,3,4,2
Female,Male,22,over21,9,2485,70,3,false,false,false,1,2,3,2
Female,Male,22,over21,4,7055,232,0,true,true,true,0,3,4,1
Female,Male,20,under21,3,9245,343,0,true,false,false,0,3,4,1
Female,Male,19,under21,5,7577,191,0,true,true,false,0,3,4,2
Female,Male,20,under21,12,3716,60,0,false,false,false,0,2,3,2
Female,Male,24,over21,1,252,1,0,true,true,false,0,1,1,1
Female,Male,20,under21,6,5876,89,1,true,false,false,1,2,4,2
Female,Male,19,under21,4,8189,454,0,true,true,false,0,3,4,1
Female,Male,26,over21,0,19,0,0,true,false,false,0,1,1,1
Female,None,21,under21,4,9745,588,0,false,false,true,0,3,4,1
Female,Male,21,under21,15,10225,231,0,true,true,true,0,3,4,2
Female,None,21,under21,2,3491,175,20,true,true,true,1,3,3,1
Female,Male,24,over21,7,2555,57,0,true,true,false,0,2,3,2
Female,Male,21,under21,2,1813,25,1,true,false,false,1,2,3,1
Female,Male,24,over21,7,9841,242,0,true,false,false,0,3,4,2
Female,Male,20,under21,6,1,0,0,true,false,true,0,1,1,2
Female,Male,21,under21,4,9809,309,1,false,false,false,1,3,4,1
Female,Male,24,over21,7,6446,425,0,true,true,true,0,3,4,2
Female,Male,23,over21,12,11556,386,2,true,true,true,1,3,4,2
Female,Male,22,over21,6,1997,81,0,false,false,true,0,2,3,2
Female,Male,19,under21,6,2967,31,0,true,true,false,0,2,3,2
Female,Male,19,under21,12,8182,377,0,true,true,true,0,3,4,2
Female,None,22,over21,2,5880,340,0,true,true,true,0,3,4,1
Female,Male,23,over21,6,3844,118,0,false,true,false,0,3,3,2
Female,Male,21,under21,14,2786,56,0,true,true,true,0,2,3,2
Female,Male,24,over21,0,4014,49,0,true,true,false,0,2,4,1
Female,None,19,under21,11,10433,312,0,true,true,true,0,3,4,2
Female,Male,23,over21,3,3189,165,0,true,true,true,0,3,3,1
Female,Male,22,over21,5,940,14,0,true,true,false,0,2,2,2
Female,Male,19,under21,6,8930,723,1,true,false,false,1,3,4,2
Female,Male,23,over21,3,12020,106,1,false,true,false,1,3,4,1
Female,Male,23,over21,4,3577,95,0,true,true,true,0,2,3,1
Female,Male,25,over21,4,4161,133,0,true,false,false,0,3,4,1
Female,Male,19,under21,1,7475,186,0,true,true,false,0,3,4,1
Female,None,23,over21,7,5553,231,0,false,true,true,0,3,4,2
Female,Male,24,over21,8,2637,67,1,true,true,true,1,2,3,2
Female,Male,22,over21,4,5560,86,0,true,true,true,0,2,4,1
Female,Male,19,under21,4,10293,371,51,false,true,true,1,3,4,1
Female,Male,20,under21,14,5811,91,0,true,true,true,0,2,4,2
Female,Male,25,over21,9,12238,264,0,false,false,false,0,3,4,2
Female,Male,20,under21,5,4962,177,2,false,true,false,1,3,4,2
Female,Male,21,under21,9,7223,123,0,true,true,true,0,3,4,2
Female,Male,22,over21,5,1683,21,0,true,true,true,0,2,3,2
Female,Male,20,under21,2,10914,338,0,false,true,false,0,3,4,1
Female,Male,19,under21,4,1375,35,0,true,true,true,0,2,3,1
Female,Male,22,over21,3,7629,238,0,false,false,false,0,3,4,1
Female,Male,23,over21,3,9323,222,0,true,true,true,0,3,4,1
Female,Male,21,under21,2,6862,389,0,true,true,true,0,3,4,1
Female,Male,24,over21,2,1129,80,0,false,true,false,0,2,2,1
Female,Male,24,over21,2,2166,57,0,false,true,false,0,2,3,1
Female,Male,24,over21,5,6210,454,0,true,true,true,0,3,4,2
Female,Male,24,over21,2,3380,76,1,true,true,false,1,2,3,1
Female,Male,23,over21,6,6245,222,1,true,true,false,1,3,4,2
Female,Male,26,over21,5,8563,290,0,false,false,false,0,3,4,2
Female,Male,21,under21,7,10601,377,0,true,false,false,0,3,4,2
Female,None,23,over21,4,4563,68,0,false,true,true,0,2,4,1
Female,Male,25,over21,3,5646,248,1,false,false,true,1,3,4,1
Female,Male,23,over21,7,3173,75,1,true,true,false,1,2,3,2
Female,Male,24,over21,1,4492,105,0,true,false,false,0,3,4,1
Female,Male,21,under21,1,2873,93,1,false,false,true,1,2,3,1
Female,Male,21,under21,7,3457,86,0,true,true,false,0,2,3,2
Female,Male,19,under21,8,12715,308,51,true,false,false,1,3,4,2
Female,Male,19,under21,5,7319,263,0,false,false,false,0,3,4,2
Female,Male,20,under21,4,6385,356,23,true,true,true,1,3,4,1
Female,Male,21,under21,7,3263,81,0,false,false,false,0,2,3,2
Female,Male,22,over21,10,9242,143,1,true,true,false,1,3,4,2
Female,Male,21,under21,9,2721,50,0,false,true,true,0,2,3,2
Female,Male,21,under21,5,3931,137,0,false,true,false,0,3,3,2
Female,Male,19,under21,7,1679,53,0,true,false,true,0,2,3,2
Female,Male,25,over21,10,18201,1565,1,true,true,true,1,3,4,2
Female,Male,19,under21,16,10034,645,0,true,true,true,0,3,4,2
Female,Male,21,under21,0,288,15,0,true,true,false,0,2,1,1
Female,Male,23,over21,1,1966,67,0,true,true,false,0,2,3,1
Female,Male,25,over21,8,3596,67,0,true,false,false,0,2,3,2
Female,Male,20,under21,4,2859,21,2,false,true,false,1,2,3,1
Female,Male,20,under21,3,8790,106,0,true,true,true,0,3,4,1
Female,Male,23,over21,1,568,18,0,true,true,true,0,2,2,1
Female,Male,21,under21,15,28504,1113,0,false,false,false,0,3,4,2
Female,None,22,over21,2,8414,543,3,true,true,true,1,3,4,1
Female,Male,22,over21,2,4192,100,51,false,true,false,1,2,4,1
Female,Male,21,under21,9,701,5,0,true,true,false,0,1,2,2
Female,Male,24,over21,5,3042,31,0,true,true,true,0,2,3,2
Female,Male,21,under21,3,3582,256,1,true,true,true,1,3,3,1
Female,Male,21,under21,0,1088,17,0,true,false,false,0,2,2,1
Female,Male,22,over21,3,1531,29,0,true,true,false,0,2,3,1
Female,Male,21,under21,4,10148,183,0,true,false,false,0,3,4,1
Female,Male,25,over21,3,4485,48,0,true,true,true,0,2,4,1
Female,Male,25,over21,7,6978,203,0,true,true,false,0,3,4,2
Female,Male,19,under21,11,9429,436,0,true,true,false,0,3,4,2
Female,Male,23,over21,5,4395,132,0,true,true,true,0,3,4,2
Female,Male,21,under21,5,4215,125,0,false,true,false,0,3,4,2
Female,Male,19,under21,4,4550,110,0,true,false,false,0,3,4,1
Female,Male,26,over21,3,5780,283,2,true,false,false,1,3,4,1
Female,Male,22,over21,9,5285,97,0,false,false,false,0,2,4,2
Female,Male,21,under21,9,5148,291,0,true,false,false,0,3,4,2
Female,Male,19,under21,5,4561,505,0,true,true,true,0,3,4,2
Female,Male,23,over21,3,1357,16,0,true,false,false,0,2,3,1
Female,Male,25,over21,3,12413,746,1,true,false,true,1,3,4,1
Female,Male,20,under21,1,1540,39,28,true,false,false,1,2,3,1
Female,Male,20,under21,4,5941,58,0,true,false,false,0,2,4,1
Female,Male,24,over21,6,12192,267,1,true,false,false,1,3,4,2
Female,None,24,over21,7,17167,973,1,true,false,false,1,3,4,2
Female,Male,20,under21,7,8074,583,0,false,true,false,0,3,4,2
Female,Male,25,over21,5,8559,270,0,false,false,false,0,3,4,2
Female,Male,24,over21,17,6516,174,0,false,true,true,0,3,4,2
Female,Male,19,under21,4,7120,80,0,true,true,true,0,2,4,1
Female,Male,22,over21,1,1138,110,7,true,true,true,1,3,2,1
Female,None,22,over21,2,8030,247,1,true,false,false,1,3,4,1
Female,Male,20,under21,4,10430,334,0,true,true,false,0,3,4,1
Female,Male,19,under21,3,2386,49,0,false,false,false,0,2,3,1
Female,Male,19,under21,2,8497,601,0,true,false,false,0,3,4,1
Female,Male,23,over21,2,3542,74,4,false,true,false,1,2,3,1
Female,Male,21,under21,8,6622,177,1,true,false,false,1,3,4,2
Female,None,23,over21,5,828,16,1,false,true,false,1,2,2,2
Female,None,25,over21,8,17332,782,0,true,true,true,0,3,4,2
Female,Male,25,over21,1,1204,63,0,true,true,true,0,2,2,1
Female,Male,19,under21,3,194,0,0,true,false,false,0,1,1,1
Female,Male,22,over21,4,8186,184,3,true,true,true,1,3,4,1
Female,Male,21,under21,5,6844,250,0,true,true,false,0,3,4,2
Female,Male,21,under21,7,10250,643,0,true,true,false,0,3,4,2
Female,Male,24,over21,4,3313,105,1,true,true,true,1,3,3,1
Female,Male,22,over21,5,561,10,1,false,true,false,1,1,2,2
Female,Male,20,under21,4,11393,293,0,true,false,false,0,3,4,1
Female,Male,19,under21,4,874,19,0,true,true,true,0,2,2,1
Female,Male,22,over21,7,2280,36,3,false,true,false,1,2,3,2
Female,Male,20,under21,12,5295,107,0,true,true,true,0,3,4,2
Female,Male,23,over21,26,1957,30,0,true,false,false,0,2,3,2
Female,Male,20,under21,7,1576,42,0,true,false,false,0,2,3,2
Female,Male,22,over21,3,2215,47,0,false,true,false,0,2,3,1
Female,Male,20,under21,2,739,54,0,false,true,false,0,2,2,1
Female,None,21,under21,5,5566,197,0,true,true,true,0,3,4,2
Female,Male,24,over21,8,3952,53,0,false,true,false,0,2,3,2
Female,Male,26,over21,2,4772,111,0,true,true,true,0,3,4,1
Female,None,23,over21,1,3683,131,0,false,true,false,0,3,3,1
Female,Male,25,over21,5,4747,115,0,true,true,true,0,3,4,2
Female,Male,19,under21,1,902,7,0,true,false,false,0,1,2,1
Female,Male,22,over21,0,10925,628,0,true,false,false,0,3,4,1
Female,Male,23,over21,4,8696,567,0,true,true,false,0,3,4,1
Female,None,22,over21,2,4541,152,2,true,true,true,1,3,4,1
Female,Male,23,over21,1,3949,190,0,false,true,true,0,3,3,1
Female,Male,22,over21,3,2049,75,0,true,false,false,0,2,3,1
Female,Male,25,over21,3,751,16,0,false,true,false,0,2,2,1
Female,Male,21,under21,3,1180,28,0,false,true,false,0,2,2,1
Female,Male,21,under21,4,4751,121,0,false,true,true,0,3,4,1
Female,None,22,over21,1,7825,187,5,true,true,true,1,3,4,1
Female,Male,22,over21,3,3473,41,0,false,true,false,0,2,3,1
Female,Male,24,over21,13,5163,198,3,true,true,false,1,3,4,2
Female,Male,24,over21,4,3781,133,0,false,true,false,0,3,3,1
Female,Male,23,over21,1,4033,304,2,true,true,true,1,3,4,1
Female,Male,22,over21,6,3366,78,2,false,false,false,1,2,3,2
Female,Male,19,under21,4,7858,403,0,true,true,false,0,3,4,1
Female,None,22,over21,17,4088,100,0,true,false,false,0,2,4,2
Female,Male,21,under21,13,6920,90,0,true,true,false,0,2,4,2
Female,Male,20,under21,3,2476,42,0,true,true,true,0,2,3,1
Female,Male,20,under21,14,5021,135,2,true,false,false,1,3,4,2
Female,Male,20,under21,4,5457,83,0,false,false,true,0,2,4,1
Female,Male,23,over21,4,2472,30,0,true,false,false,0,2,3,1
Female,Male,26,over21,1,51,0,0,true,true,false,0,1,1,1
Female,Male,23,over21,1,4196,207,0,true,true,true,0,3,4,1
Female,Male,19,under21,4,376,10,0,false,false,true,0,1,1,1
Female,Male,20,under21,14,5200,208,0,false,false,false,0,3,4,2
Female,Male,20,under21,4,6015,180,0,true,true,false,0,3,4,1
Female,Male,19,under21,4,855,12,0,true,false,false,0,2,2,1
Female,Male,20,under21,4,7603,129,0,false,true,false,0,3,4,1
Female,Male,19,under21,3,7443,346,0,true,false,false,0,3,4,1
Female,Male,19,under21,12,9175,451,0,true,true,true,0,3,4,2
Female,Male,23,over21,6,599,20,0,true,false,false,0,2,2,2
Female,Male,21,under21,2,1943,94,0,true,false,false,0,2,3,1
Female,Male,20,under21,3,5830,119,1,true,false,false,1,3,4,1
Female,Male,23,over21,26,8781,205,0,true,false,false,0,3,4,2
Female,Male,22,over21,3,1073,57,1,false,false,false,1,2,2,1
Female,None,20,under21,3,2110,60,1,true,false,false,1,2,3,1
Female,Male,20,under21,4,5147,413,1,true,true,false,1,3,4,1
Female,Male,21,under21,14,2900,141,1,true,true,false,1,3,3,2
Female,Male,24,over21,8,383,4,0,false,true,false,0,1,1,2
Female,Male,25,over21,4,3886,58,1,true,true,true,1,2,3,1
Female,Male,23,over21,7,7093,228,0,true,true,true,0,3,4,2
Female,Male,21,under21,8,7001,364,1,true,true,true,1,3,4,2
Female,Male,24,over21,7,3413,65,1,false,true,false,1,2,3,2
Female,Male,22,over21,2,4492,81,0,false,false,false,0,2,4,1
Female,Male,22,over21,2,735,17,0,true,true,false,0,2,2,1
Female,Male,22,over21,4,4853,242,0,true,true,false,0,3,4,1
Female,Male,23,over21,2,5386,145,0,true,false,false,0,3,4,1
Female,Male,23,over21,4,1626,36,0,false,true,false,0,2,3,1
Female,Male,23,over21,6,3844,87,0,false,false,false,0,2,3,2
Female,Male,19,under21,3,4246,114,0,false,false,false,0,3,4,1
Female,Male,19,under21,12,367,2,0,true,false,false,0,1,1,2
Female,Male,20,under21,4,1578,52,1,true,false,false,1,2,3,1
Female,Male,22,over21,6,2383,120,1,false,true,false,1,3,3,2
Female,Male,23,over21,2,809,14,1,true,false,false,1,2,2,1
Female,Male,22,over21,9,14685,223,0,true,false,false,0,3,4,2
Female,Male,22,over21,3,1495,50,0,false,false,true,0,2,3,1
Female,Male,19,under21,6,1773,31,6,true,true,true,1,2,3,2
Female,Male,24,over21,4,3276,117,0,true,true,false,0,3,3,1
Female,Male,19,under21,5,5961,285,0,true,true,true,0,3,4,2
Female,Male,19,under21,3,5974,224,0,true,false,false,0,3,4,1
Female,Male,19,under21,3,3447,74,0,true,false,false,0,2,3,1
Female,Male,20,under21,5,4099,100,0,true,false,true,0,2,4,2
Female,None,22,over21,4,10192,350,0,false,false,true,0,3,4,1
Female,Male,21,under21,2,3849,172,0,true,false,false,0,3,3,1
Female,Male,22,over21,4,2178,67,3,true,false,false,1,2,3,1
Female,Male,21,under21,10,7797,284,26,false,false,true,1,3,4,2
Female,Male,21,under21,10,6386,201,7,true,true,true,1,3,4,2
Female,Male,19,under21,3,1494,20,3,true,true,false,1,2,3,1
Female,Male,19,under21,9,2609,37,0,false,false,true,0,2,3,2
Female,Male,21,under21,4,3797,250,0,false,false,false,0,3,3,1
Female,Male,23,over21,2,2964,78,0,false,true,false,0,2,3,1
Female,Male,23,over21,5,5196,294,0,false,false,true,0,3,4,2
Female,Male,19,under21,1,399,9,0,true,false,true,0,1,1,1
Female,Male,19,under21,11,3145,63,1,true,true,true,1,2,3,2
Female,Male,19,under21,1,2737,61,0,true,true,true,0,2,3,1
Female,None,19,under21,3,5822,342,0,false,false,false,0,3,4,1
Female,Male,20,under21,7,9969,379,3,true,true,true,1,3,4,2
Female,Male,23,over21,3,2180,53,0,false,false,false,0,2,3,1
Female,Male,22,over21,2,3989,113,0,false,false,false,0,3,3,1
Female,Male,22,over21,4,4043,172,4,true,true,true,1,3,4,1
Female,Male,22,over21,1,3089,55,0,false,false,true,0,2,3,1
Female,Male,22,over21,5,6464,324,0,false,false,false,0,3,4,2
Female,Male,21,under21,3,4403,85,0,true,true,false,0,2,4,1
Female,Male,19,under21,11,2673,53,1,true,false,false,1,2,3,2
Female,Male,25,over21,3,6189,123,0,false,true,false,0,3,4,1
Female,Male,21,under21,6,814,58,1,true,true,true,1,2,2,2
Female,Male,20,under21,8,2706,48,10,true,true,true,1,2,3,2
Female,Male,22,over21,3,9556,234,0,true,false,true,0,3,4,1
Female,None,21,under21,4,7907,247,1,true,true,false,1,3,4,1
Female,Male,22,over21,4,4260,128,0,true,true,false,0,3,4,1
Female,Male,20,under21,23,4833,86,0,false,true,false,0,2,4,2
Female,None,20,under21,13,3263,93,0,false,false,true,0,2,3,2
Female,Male,19,under21,3,3321,105,0,true,true,false,0,3,3,1
Female,Male,20,under21,6,2695,114,0,true,false,false,0,3,3,2
Female,Male,19,under21,8,2669,188,0,false,true,true,0,3,3,2
Female,Male,20,under21,3,3380,74,1,false,true,false,1,2,3,1
Female,Male,19,under21,9,5299,148,1,true,false,false,1,3,4,2
Female,Male,22,over21,10,2980,32,2,false,false,true,1,2,3,2
Female,Male,23,over21,11,5731,180,0,true,false,false,0,3,4,2
Female,Male,19,under21,8,6122,182,1,true,false,false,1,3,4,2
Female,Male,23,over21,4,9024,259,1,true,true,false,1,3,4,1
Female,Male,19,under21,10,4323,108,0,true,true,false,0,3,4,2
Female,Male,19,under21,1,805,64,1,true,false,false,1,2,2,1
Female,Male,19,under21,4,9971,331,1,true,true,true,1,3,4,1
Female,Male,21,under21,1,11548,391,0,true,false,false,0,3,4,1
Female,Male,19,under21,3,4674,76,0,true,true,false,0,2,4,1
Female,Male,21,under21,16,722,7,0,true,true,true,0,1,2,2
Female,Male,22,over21,5,2646,23,0,true,true,true,0,2,3,2
Female,Male,25,over21,5,9814,295,0,false,true,false,0,3,4,2
Female,Male,22,over21,1,86,0,0,false,true,false,0,1,1,1
Female,None,21,under21,22,9266,295,12,true,false,false,1,3,4,2
Female,Male,25,over21,7,5061,132,0,false,true,false,0,3,4,2
Female,Male,20,under21,13,2128,40,1,false,true,false,1,2,3,2
Female,Male,22,over21,5,2070,31,0,true,true,true,0,2,3,2
Female,Male,22,over21,2,1478,51,0,true,true,true,0,2,3,1
Female,Male,19,under21,3,4061,179,1,true,false,false,1,3,4,1
Female,Male,20,under21,1,7637,127,0,true,false,false,0,3,4,1
Female,Male,20,under21,10,4883,196,0,true,true,false,0,3,4,2
Female,Male,25,over21,2,1327,41,0,false,true,false,0,2,3,1
Female,Male,23,over21,1,8582,635,0,false,true,false,0,3,4,1
Female,Male,25,over21,8,2233,86,0,true,false,true,0,2,3,2
Female,Male,23,over21,4,7139,360,0,true,true,false,0,3,4,1
Female,Male,22,over21,6,4499,195,0,true,false,false,0,3,4,2
Female,Male,20,under21,3,984,34,0,true,true,false,0,2,2,1
Female,Male,19,under21,1,5558,175,0,true,true,true,0,3,4,1
Female,Male,23,over21,2,2650,22,0,false,false,false,0,2,3,1
Female,Male,21,under21,3,102,2,0,false,true,false,0,1,1,1
Female,Male,23,over21,5,6224,179,0,true,true,false,0,3,4,2
Female,Female,25,over21,3,10200,389,1,true,true,true,1,3,4,1
Female,Male,20,under21,10,4930,80,0,true,true,false,0,2,4,2
Female,Male,23,over21,7,1062,47,0,true,true,true,0,2,2,2
Female,Male,19,under21,11,5520,413,2,true,false,false,1,3,4,2
Female,Male,21,under21,2,1494,37,0,true,true,false,0,2,3,1
Female,Male,19,under21,16,4979,181,0,true,true,true,0,3,4,2
Female,Male,20,under21,3,5981,586,0,true,false,false,0,3,4,1
Female,Male,19,under21,4,7232,191,0,false,true,false,0,3,4,1
Female,Male,26,over21,2,1256,15,0,true,false,false,0,2,3,1
Female,Male,26,over21,12,4348,465,2,true,true,true,1,3,4,2
Female,Male,22,over21,2,1613,23,0,false,true,false,0,2,3,1
Female,Male,19,under21,8,4524,270,0,true,true,true,0,3,4,2
Female,Male,21,under21,2,1464,26,1,true,true,false,1,2,3,1
Female,Male,21,under21,5,1552,21,0,true,true,true,0,2,3,2
Female,Male,21,under21,3,1873,195,0,true,true,true,0,3,3,1
Female,None,21,under21,6,2301,36,0,false,true,false,0,2,3,2
Female,Male,23,over21,1,3329,156,0,false,true,false,0,3,3,1
Female,Male,23,over21,10,4779,58,0,true,true,false,0,2,4,2
Female,Male,21,under21,1,1343,28,0,true,true,true,0,2,3,1
Female,Male,23,over21,4,4803,169,0,false,true,false,0,3,4,1
Female,Male,24,over21,2,6316,111,0,true,true,true,0,3,4,1
Female,Male,20,under21,3,5089,134,0,true,true,true,0,3,4,1
Female,Male,22,over21,4,502,11,2,true,true,false,1,2,2,1
Female,Male,19,under21,6,2362,133,0,true,true,false,0,3,3,2
Female,Male,20,under21,4,8463,479,0,true,true,true,0,3,4,1
Female,Male,19,under21,12,10102,689,7,false,false,true,1,3,4,2
Female,Male,21,under21,3,977,9,0,true,true,true,0,1,2,1
Female,Male,22,over21,9,4267,127,5,false,false,false,1,3,4,2
Female,Male,22,over21,5,2738,76,0,false,true,false,0,2,3,2
Female,Male,25,over21,9,2341,43,0,false,true,false,0,2,3,2
Female,Male,21,under21,14,3809,145,2,false,true,false,1,3,3,2
Female,Male,20,under21,3,567,5,0,false,true,false,0,1,2,1
Female,Male,23,over21,5,2591,73,0,true,true,false,0,2,3,2
Female,Male,20,under21,4,2991,115,1,true,true,false,1,3,3,1
Female,None,22,over21,1,6416,160,0,true,false,false,0,3,4,1
Female,Male,21,under21,8,5107,352,0,false,true,false,0,3,4,2
Female,Male,22,over21,1,1534,38,0,true,true,true,0,2,3,1
Female,Male,20,under21,5,8155,160,1,false,true,false,1,3,4,2
Female,Male,20,under21,8,4431,205,0,false,true,false,0,3,4,2
Female,None,24,over21,5,10368,353,1,true,true,true,1,3,4,2
Female,Male,24,over21,1,4610,121,0,true,false,false,0,3,4,1
Female,Male,21,under21,6,4821,138,0,false,true,true,0,3,4,2
Female,Male,23,over21,3,2123,71,0,true,false,false,0,2,3,1
Female,None,22,over21,4,1682,55,0,true,true,true,0,2,3,1
Female,Male,19,under21,3,63,1,0,false,true,true,0,1,1,1
Female,None,21,under21,12,1846,33,1,true,true,true,1,2,3,2
Female,Male,19,under21,4,3764,76,2,false,false,true,1,2,3,1
Female,Male,22,over21,1,1098,33,3,false,false,false,1,2,2,1
Female,Male,21,under21,3,4256,146,0,false,true,false,0,3,4,1
Female,None,21,under21,3,3520,80,1,true,true,true,1,2,3,1
Female,Male,24,over21,8,2674,72,0,true,true,true,0,2,3,2
Female,Male,24,over21,16,8354,179,3,false,false,true,1,3,4,2
Female,Male,20,under21,1,10262,304,2,true,true,true,1,3,4,1
Female,Male,20,under21,1,3057,74,1,true,true,false,1,2,3,1
Female,Male,19,under21,11,4558,77,1,false,true,true,1,2,4,2
Female,Male,22,over21,8,2647,69,0,false,false,true,0,2,3,2
Female,None,25,over21,8,6402,222,4,false,true,false,1,3,4,2
Female,Male,20,under21,3,3658,170,0,false,true,false,0,3,3,1
Female,Male,19,under21,5,3238,80,0,true,true,true,0,2,3,2
Female,Male,24,over21,2,1834,29,0,false,false,false,0,2,3,1
Female,None,20,under21,7,8655,148,1,true,true,true,1,3,4,2
Female,Male,22,over21,4,8858,282,0,false,true,false,0,3,4,1
Female,Male,22,over21,3,4354,126,0,true,true,false,0,3,4,1
Female,Male,25,over21,3,1808,198,0,true,true,false,0,3,3,1
Female,None,25,over21,0,0,0,0,true,false,false,0,1,1,1
Female,Male,21,under21,4,3953,81,1,true,true,true,1,2,3,1
Female,Male,20,under21,2,3172,82,0,true,false,false,0,2,3,1
Female,Male,19,under21,3,3245,112,0,false,true,false,0,3,3,1
Female,Male,24,over21,5,4792,149,0,true,false,false,0,3,4,2
Female,Male,19,under21,5,15529,291,1,true,false,false,1,3,4,2
Female,Male,21,under21,5,5048,263,0,true,true,false,0,3,4,2
Female,Male,20,under21,2,3219,52,0,true,true,true,0,2,3,1
Female,Male,23,over21,1,1287,40,0,true,true,true,0,2,3,1
Female,Male,24,over21,2,1527,45,0,false,true,false,0,2,3,1
Female,Male,20,under21,3,5290,152,0,true,true,true,0,3,4,1
Female,Male,22,over21,2,5077,125,32,true,false,false,1,3,4,1
Female,Male,24,over21,5,906,27,0,true,true,true,0,2,2,2
Female,Male,23,over21,2,826,27,1,false,false,false,1,2,2,1
Female,Male,23,over21,9,8499,180,1,false,true,false,1,3,4,2
Female,Male,20,under21,5,13590,271,0,true,true,false,0,3,4,2
Female,Male,24,over21,2,793,13,0,false,false,true,0,2,2,1
Female,Male,19,under21,1,5011,163,0,true,true,false,0,3,4,1
Female,Male,19,under21,5,2216,35,4,true,true,false,1,2,3,2
Female,Male,20,under21,6,4408,266,0,true,true,false,0,3,4,2
Female,Male,23,over21,5,2487,23,0,true,false,false,0,2,3,2
Female,Male,24,over21,2,204,4,0,false,true,false,0,1,1,1
Female,Male,22,over21,4,2731,89,1,true,true,true,1,2,3,1
Female,Male,23,over21,18,1463,68,0,false,true,false,0,2,3,2
Female,None,19,under21,3,3611,104,0,true,false,true,0,3,3,1
Female,Male,23,over21,4,80,0,0,true,false,false,0,1,1,1
Female,None,25,over21,2,7552,500,0,true,true,true,0,3,4,1
Female,None,24,over21,1,1363,27,0,true,true,false,0,2,3,1
Female,None,19,under21,2,4004,193,0,true,true,true,0,3,4,1
Female,Male,20,under21,4,296,55,0,true,true,false,0,2,1,1
Female,Male,25,over21,6,7835,340,0,true,true,false,0,3,4,2
Female,Male,23,over21,5,1537,52,1,false,false,false,1,2,3,2
Female,Male,19,under21,4,5574,215,0,true,true,false,0,3,4,1
Female,Male,19,under21,4,1816,174,0,false,false,false,0,3,3,1
Female,Male,21,under21,2,2805,189,0,true,false,false,0,3,3,1
